wl0,n,wl1,k
"[0.21   0.2174 0.2251 0.233  0.2412 0.2497 0.2585 0.2676 0.277  0.2868
 0.2969 0.3074 0.3182 0.3294 0.341  0.353  0.3655 0.3783 0.3917 0.4055
 0.4197 0.4345 0.4498 0.4657 0.4821 0.4991 0.5167 0.5349 0.5537 0.5732
 0.5934 0.6143 0.636  0.6584 0.6816 0.7056 0.7305 0.7562 0.7829 0.8104
 0.839  0.8686 0.8992 0.9308 0.9636 0.9976 1.033  1.069  1.107  1.146
 1.186  1.228  1.271  1.316  1.362  1.41   1.46   1.512  1.565  1.62
 1.677  1.736  1.797  1.861  1.926  1.994  2.064  2.137  2.212  2.29
 2.371  2.454  2.541  2.63   2.723  2.819  2.918  3.021  3.128  3.238
 3.352  3.47   3.592  3.719  3.85   3.986  4.126  4.271  4.422  4.578
 4.739  4.906  5.079  5.258  5.443  5.635  5.833  6.039  6.252  6.472
 6.7   ]","[1.53835762 1.53084643 1.52407891 1.51804177 1.51257212 1.50760959
 1.50310096 1.49899922 1.49526272 1.4918215  1.48868328 1.48579144
 1.48315043 1.48071444 1.47846765 1.47639513 1.47446828 1.47270468
 1.47105251 1.46952865 1.46812182 1.46680482 1.46558083 1.46443603
 1.46337193 1.46237644 1.46144499 1.46057308 1.45975629 1.45898656
 1.45826079 1.45757581 1.4569256  1.45631041 1.4557247  1.45516603
 1.45462988 1.45411617 1.45361885 1.45313961 1.45267127 1.45221382
 1.45176538 1.45132408 1.4508854  1.45044774 1.45000696 1.44957109
 1.44912146 1.44866831 1.44820966 1.44773225 1.44724558 1.44673635
 1.44621385 1.44566458 1.44508615 1.44447599 1.4438434  1.44317393
 1.44246458 1.44171217 1.44091337 1.44005094 1.43914807 1.43817294
 1.43713496 1.43601396 1.43481962 1.43352988 1.43213721 1.4306517
 1.42902873 1.42729609 1.42540443 1.42336137 1.42115442 1.41874595
 1.41611729 1.41327416 1.41016968 1.40677821 1.4030709  1.398982
 1.39450357 1.38955534 1.38412081 1.37809977 1.37137013 1.36388143
 1.35552622 1.34611712 1.33548236 1.32341054 1.3096384  1.29374603
 1.2753724  1.25372896 1.22808884 1.19732567 1.15964941]",,
